codigo_ine,nombre,provincia,ccaa,poblacion,superficie_km2,lat_centro,lon_centro,n_alojamientos_osm,n_vut_oficial,plazas_vut,n_vut_con_plazas,pct_vut_con_plazas,n_vut_geolocalizadas,pct_vut_geolocalizadas,plazas_hoteleras,n_establecimientos_hoteleros,origen_hotelero,n_restauracion,n_atracciones,n_camping,n_transporte,origen_osm,origen_vut,cobertura_vut,saturacion_plazas_1000hab,densidad_plazas_km2,plazas_totales,saturacion_total_1000hab,pct_plazas_hoteleras,n_servicios,densidad_servicios_km2,servicios_1000hab,dist_transporte_km,atracciones_1000hab,indice_demanda,indice_saturacion,indice_oportunidad,indice_riesgo
22048,Barbastro,Huesca,Aragón,17807,107.6875,42.03576409374089,0.1224251296702872,6,,,,,,,,,eoh_provincia,23,16,1,2,join_espacial,sin_dato,sin_registro,,,,,,39,0.362,2.19,0.17,0.9,64.7,,,
22049,Barbués,Huesca,Aragón,97,19.594,41.98220232398555,-0.4368429223958984,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,7.44,0.0,21.5,,,
22050,Barbuñales,Huesca,Aragón,93,18.7603,42.03447146694744,-0.0980392935537929,0,,,,,,,,,eoh_provincia,0,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.053,10.75,16.34,10.75,65.0,,,
22051,Bárcabo,Huesca,Aragón,116,87.9892,42.24936383976175,0.0636768462823745,1,,,,,,,,,eoh_provincia,1,4,1,0,join_espacial,sin_dato,sin_registro,,,,,,5,0.057,43.1,10.83,34.48,77.4,,,
22052,Belver de Cinca,Huesca,Aragón,1298,82.7161,41.712998286082254,0.2384284916712505,0,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.012,0.77,11.19,0.0,28.7,,,
22053,Benabarre,Huesca,Aragón,1142,157.337,42.08408356736616,0.4791489620444529,6,,,,,,,,,eoh_provincia,8,2,1,1,join_espacial,sin_dato,sin_registro,,,,,,10,0.064,8.76,6.86,1.75,65.5,,,
22054,Benasque,Huesca,Aragón,2359,234.1317,42.636417933787705,0.5718334435638925,24,,,,,,,1661.0,22.0,eoh_punto_turistico,33,18,4,21,join_espacial,sin_dato,sin_registro,,,,,,51,0.218,21.62,6.07,7.63,81.6,,,
22055,Berbegal,Huesca,Aragón,321,49.0665,41.96434746902076,-0.0037863804267475,1,,,,,,,,,eoh_provincia,1,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.041,6.23,8.59,3.12,61.0,,,
22057,Bielsa,Huesca,Aragón,479,202.3947,42.669524670486496,0.1769494920121527,16,,,,,,,,,eoh_provincia,17,10,3,0,join_espacial,sin_dato,sin_registro,,,,,,27,0.133,56.37,29.57,20.88,75.7,,,
22058,Bierge,Huesca,Aragón,243,145.1187,42.25029439894471,-0.0909085128138574,7,,,,,,,,,eoh_provincia,7,16,4,0,join_espacial,sin_dato,sin_registro,,,,,,23,0.158,94.65,23.56,65.84,78.7,,,
22059,Biescas,Huesca,Aragón,1640,189.1671,42.62892974717495,-0.3146459010182802,31,,,,,,,,,eoh_provincia,30,32,3,0,join_espacial,sin_dato,sin_registro,,,,,,62,0.328,37.8,5.95,19.51,87.3,,,
22060,Binaced,Huesca,Aragón,1694,78.5642,41.8088516810324,0.208764160247116,0,,,,,,,,,eoh_provincia,0,0,1,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,6.31,0.0,22.6,,,
22061,Binéfar,Huesca,Aragón,10235,25.1215,41.84531979025015,0.2920222999563318,0,,,,,,,,,eoh_provincia,4,0,0,3,join_espacial,sin_dato,sin_registro,,,,,,4,0.159,0.39,0.49,0.0,45.0,,,
22062,Bisaurri,Huesca,Aragón,177,62.9819,42.48766513602851,0.5240265136914538,4,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,5.53,0.0,23.3,,,
22063,Biscarrués,Huesca,Aragón,188,30.178,42.2077505093517,-0.7352296037206169,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,8.7,0.0,20.5,,,
22064,Blecua y Torres,Huesca,Aragón,175,36.2233,42.07142049350048,-0.2005741008050838,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,9.89,0.0,19.6,,,
22066,Boltaña,Huesca,Aragón,1089,139.553,42.415240026743405,0.0024169452026007,9,,,,,,,,,eoh_provincia,9,9,2,0,join_espacial,sin_dato,sin_registro,,,,,,18,0.129,16.53,16.96,8.26,71.1,,,
22067,Bonansa,Huesca,Aragón,85,37.5175,42.411617390315406,0.6914198620599862,2,,,,,,,,,eoh_provincia,1,2,0,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.08,35.29,15.46,23.53,75.0,,,
22068,Borau,Huesca,Aragón,77,41.7236,42.67462196819286,-0.582077441948673,4,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.024,12.99,3.52,0.0,56.8,,,
22069,Broto,Huesca,Aragón,615,128.1221,42.56724372752419,-0.1405759972548563,22,,,,,,,,,eoh_provincia,14,8,1,0,join_espacial,sin_dato,sin_registro,,,,,,22,0.172,35.77,18.92,13.01,76.1,,,
22072,Caldearenas,Huesca,Aragón,220,192.3566,42.40357523383718,-0.5099845232141459,0,,,,,,,,,eoh_provincia,0,2,1,2,join_espacial,sin_dato,sin_registro,,,,,,2,0.01,9.09,1.09,9.09,71.5,,,
22074,Campo,Huesca,Aragón,491,22.8816,42.42916821743359,0.3951307070605003,0,,,,,,,,,eoh_provincia,2,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.131,6.11,12.86,2.04,61.4,,,
22075,Camporrélls,Huesca,Aragón,153,26.745,41.94910671967812,0.5306383395767531,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,9.11,0.0,20.2,,,
22076,Canal de Berdún,Huesca,Aragón,322,133.2661,42.609091488557205,-0.861872050343278,2,,,,,,,,,eoh_provincia,3,4,1,0,join_espacial,sin_dato,sin_registro,,,,,,7,0.053,21.74,11.84,12.42,72.3,,,
22077,Candasnos,Huesca,Aragón,478,122.7875,41.49592759420621,0.0702798933054334,2,,,,,,,,,eoh_provincia,5,5,0,0,join_espacial,sin_dato,sin_registro,,,,,,10,0.081,20.92,22.98,10.46,69.4,,,
22078,Canfranc,Huesca,Aragón,633,71.5793,42.7535220048578,-0.481371112539153,10,,,,,,,,,eoh_provincia,16,16,2,2,join_espacial,sin_dato,sin_registro,,,,,,32,0.447,50.55,2.6,25.28,92.5,,,
22079,Capdesaso,Huesca,Aragón,190,17.7143,41.84246078728417,-0.1874282670573986,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,3.04,0.0,25.7,,,
22080,Capella,Huesca,Aragón,361,60.782,42.18075244176619,0.4377709703995447,0,,,,,,,,,eoh_provincia,1,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.033,5.54,17.97,2.77,53.3,,,
22081,Casbas de Huesca,Huesca,Aragón,287,132.7659,42.21413450246437,-0.1773105337172409,0,,,,,,,,,eoh_provincia,0,3,1,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.023,10.45,19.24,10.45,61.2,,,
22082,Castejón del Puente,Huesca,Aragón,359,25.452,41.96281035246307,0.1414149245084285,0,,,,,,,,,eoh_provincia,0,2,0,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.079,5.57,5.36,5.57,67.0,,,
22083,Castejón de Monegros,Huesca,Aragón,459,165.4188,41.6459217193701,-0.2089089029765054,0,,,,,,,,,eoh_provincia,0,5,0,1,join_espacial,sin_dato,sin_registro,,,,,,5,0.03,10.89,4.31,10.89,72.0,,,
22084,Castejón de Sos,Huesca,Aragón,840,31.8095,42.53014014635456,0.5210295298338751,9,,,,,,,,,eoh_provincia,3,1,1,2,join_espacial,sin_dato,sin_registro,,,,,,4,0.126,4.76,3.26,1.19,65.5,,,
22085,Castelflorite,Huesca,Aragón,102,34.7834,41.80009159369898,-0.007920942619199,0,,,,,,,,,eoh_provincia,2,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.086,29.41,5.94,9.8,79.9,,,
22086,Castiello de Jaca,Huesca,Aragón,280,17.3144,42.63842230027508,-0.5555516025243767,3,,,,,,,,,eoh_provincia,4,1,1,2,join_espacial,sin_dato,sin_registro,,,,,,5,0.289,17.86,1.28,3.57,84.1,,,
22087,Castigaleu,Huesca,Aragón,80,26.5643,42.20670593717946,0.5755525285743962,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,21.91,0.0,14.2,,,
22088,Castillazuelo,Huesca,Aragón,164,15.3365,42.05662554355235,0.0504571564716428,3,,,,,,,,,eoh_provincia,0,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.065,6.1,6.24,6.1,66.5,,,
22089,Castillonroy,Huesca,Aragón,334,37.6388,41.87924620160933,0.5420975741680134,0,,,,,,,,,eoh_provincia,1,2,0,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.08,8.98,16.69,5.99,63.5,,,
22090,Colungo,Huesca,Aragón,124,40.6744,42.184162655131736,0.0669559009211345,5,,,,,,,,,eoh_provincia,2,5,0,0,join_espacial,sin_dato,sin_registro,,,,,,7,0.172,56.45,12.72,40.32,81.8,,,
22094,Chalamera,Huesca,Aragón,120,11.5083,41.66779728615359,0.1542835965346327,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,8.47,0.0,20.7,,,
22095,Chía,Huesca,Aragón,90,26.1243,42.52586825594294,0.4447712614846257,1,,,,,,,,,eoh_provincia,2,3,0,0,join_espacial,sin_dato,sin_registro,,,,,,5,0.191,55.56,2.97,33.33,90.1,,,
22096,Chimillas,Huesca,Aragón,407,10.0441,42.1577449277447,-0.4851233251444452,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,1.18,0.0,27.5,,,
22099,Esplús,Huesca,Aragón,676,73.0808,41.76598077090844,0.2988529363628666,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,6.48,0.0,22.4,,,
22102,Estada,Huesca,Aragón,215,15.8897,42.0792703298918,0.250310920924077,0,,,,,,,,,eoh_provincia,0,3,0,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.189,13.95,11.78,13.95,75.6,,,
22103,Estadilla,Huesca,Aragón,810,46.8457,42.04672526736871,0.2536525424447398,2,,,,,,,,,eoh_provincia,4,6,0,0,join_espacial,sin_dato,sin_registro,,,,,,10,0.213,12.35,11.07,7.41,74.0,,,
22105,Estopiñán del Castillo,Huesca,Aragón,147,88.9331,42.010143983657485,0.5496270727957616,0,,,,,,,,,eoh_provincia,1,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.022,13.61,5.79,6.8,70.3,,,
22106,Fago,Huesca,Aragón,24,28.7539,42.7280998513444,-0.8798662187240729,0,,,,,,,,,eoh_provincia,0,2,0,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.07,83.33,21.61,83.33,75.5,,,
22107,Fanlo,Huesca,Aragón,114,187.2407,42.59597716946415,0.0129857247209712,3,,,,,,,,,eoh_provincia,3,26,0,0,join_espacial,sin_dato,sin_registro,,,,,,29,0.155,254.39,28.18,228.07,78.9,,,
22109,Fiscal,Huesca,Aragón,358,170.1747,42.48503884673361,-0.0658592223271631,2,,,,,,,,,eoh_provincia,2,2,3,0,join_espacial,sin_dato,sin_registro,,,,,,4,0.024,11.17,25.47,5.59,59.0,,,
22110,Fonz,Huesca,Aragón,886,55.505,42.0027344467139,0.2353919355014878,0,,,,,,,,,eoh_provincia,0,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.018,1.13,10.17,1.13,41.9,,,
22111,Foradada del Toscar,Huesca,Aragón,163,106.4653,42.41575650786518,0.3671214599814985,0,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.009,6.13,15.4,0.0,40.3,,,
22112,Fraga,Huesca,Aragón,15576,438.278,41.48345711133631,0.2162146006769885,3,,,,,,,,,eoh_provincia,20,12,2,1,join_espacial,sin_dato,sin_registro,,,,,,32,0.073,2.05,11.5,0.77,47.8,,,
22113,"Fueva, La",Huesca,Aragón,597,218.9297,42.36503567501518,0.2710456835763697,4,,,,,,,,,eoh_provincia,2,0,1,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.009,3.35,7.2,0.0,40.5,,,
22114,Gistaín,Huesca,Aragón,114,77.328,42.66281486406856,0.3492935764384761,0,,,,,,,,,eoh_provincia,1,4,2,0,join_espacial,sin_dato,sin_registro,,,,,,5,0.065,43.86,17.75,35.09,74.4,,,
22115,"Grado, El",Huesca,Aragón,383,63.832,42.13061555159932,0.2024610528751796,5,,,,,,,,,eoh_provincia,3,1,1,0,join_espacial,sin_dato,sin_registro,,,,,,4,0.063,10.44,12.56,2.61,63.6,,,
22116,Grañén,Huesca,Aragón,1718,124.0244,41.92352037868434,-0.3545550195989873,0,,,,,,,,,eoh_provincia,1,0,0,1,join_espacial,sin_dato,sin_registro,,,,,,1,0.008,0.58,2.02,0.0,35.8,,,
22117,Graus,Huesca,Aragón,3400,300.1157,42.20951625235708,0.3846936052505316,4,,,,,,,,,eoh_provincia,10,9,1,0,join_espacial,sin_dato,sin_registro,,,,,,19,0.063,5.59,16.17,2.65,56.3,,,
22119,Gurrea de Gállego,Huesca,Aragón,1430,191.9864,42.0165221690755,-0.7584424496458296,1,,,,,,,,,eoh_provincia,1,0,1,1,join_espacial,sin_dato,sin_registro,,,,,,1,0.005,0.7,2.31,0.0,35.8,,,
22122,Hoz de Jaca,Huesca,Aragón,81,12.4578,42.68574387237332,-0.2942041204297809,0,,,,,,,,,eoh_provincia,1,5,0,3,join_espacial,sin_dato,sin_registro,,,,,,6,0.482,74.07,1.42,61.73,95.3,,,
22124,Huerto,Huesca,Aragón,216,86.7651,41.92571825656335,-0.1863819786691471,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,9.39,0.0,20.0,,,
22125,Huesca,Huesca,Aragón,55454,161.0925,42.12793031555127,-0.4299440552413422,18,,,,,,,1125.0,14.0,eoh_punto_turistico,163,21,2,3,join_espacial,sin_dato,sin_registro,,,,,,184,1.142,3.32,1.74,0.38,66.7,,,
22126,Ibieca,Huesca,Aragón,110,14.9453,42.15406038964901,-0.1959099342103583,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,13.34,0.0,17.3,,,
22127,Igriés,Huesca,Aragón,727,19.1739,42.20745700858968,-0.4335831188399329,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,5.81,0.0,23.1,,,
22128,Ilche,Huesca,Aragón,183,63.7724,41.94197002173777,0.0546272411888176,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,6.57,0.0,22.3,,,
22129,Isábena,Huesca,Aragón,234,118.6793,42.303984118582775,0.5348936287191197,4,,,,,,,,,eoh_provincia,5,4,1,0,join_espacial,sin_dato,sin_registro,,,,,,9,0.076,38.46,25.07,17.09,72.2,,,
22130,Jaca,Huesca,Aragón,14024,406.4167,42.5506572187014,-0.5515438084587582,45,,,,,,,2354.0,25.0,eoh_punto_turistico,73,27,5,10,join_espacial,sin_dato,sin_registro,,,,,,100,0.246,7.13,2.34,1.93,73.9,,,
22131,Jasa,Huesca,Aragón,90,8.9054,42.700221379361736,-0.6506603403521303,0,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.112,11.11,9.6,0.0,55.9,,,
22133,Labuerda,Huesca,Aragón,179,17.861,42.45745917473536,0.1129577302603668,3,,,,,,,,,eoh_provincia,2,0,1,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.112,11.17,13.72,0.0,53.2,,,
22135,Laluenga,Huesca,Aragón,198,36.4979,42.01362791931633,-0.0099967682547872,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,8.71,0.0,20.5,,,
22136,Lalueza,Huesca,Aragón,849,88.2363,41.86026548150184,-0.2495681166615269,0,,,,,,,,,eoh_provincia,0,0,0,3,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,3.69,0.0,25.1,,,
22137,Lanaja,Huesca,Aragón,1140,183.7695,41.7437934693003,-0.3488862453871738,0,,,,,,,,,eoh_provincia,0,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.005,0.88,16.29,0.88,35.6,,,
22139,Laperdiguera,Huesca,Aragón,87,11.3228,41.990912142888526,-0.0535023160031186,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,12.04,0.0,18.1,,,
22141,Lascellas-Ponzano,Huesca,Aragón,138,27.3493,42.06518875470818,-0.0792285212859089,0,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.037,7.25,16.21,0.0,43.8,,,
22142,Lascuarre,Huesca,Aragón,139,31.9108,42.18986273059205,0.5208433746686436,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,18.9,0.0,14.9,,,
22143,Laspaúles,Huesca,Aragón,255,81.6839,42.46496342598195,0.5968728282189297,0,,,,,,,,,eoh_provincia,0,3,1,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.037,11.76,9.39,11.76,68.8,,,
22144,Laspuña,Huesca,Aragón,277,45.0692,42.50924155861488,0.1949460292829826,1,,,,,,,,,eoh_provincia,5,4,0,0,join_espacial,sin_dato,sin_registro,,,,,,9,0.2,32.49,18.07,14.44,77.0,,,
22149,Loarre,Huesca,Aragón,358,74.4277,42.31862458273155,-0.646445100419601,2,,,,,,,,,eoh_provincia,2,4,1,0,join_espacial,sin_dato,sin_registro,,,,,,6,0.081,16.76,5.63,11.17,77.6,,,
22150,Loporzano,Huesca,Aragón,576,169.3547,42.21730573290891,-0.3005926489251735,1,,,,,,,,,eoh_provincia,0,6,0,0,join_espacial,sin_dato,sin_registro,,,,,,6,0.035,10.42,12.95,10.42,65.0,,,
22151,Loscorrales,Huesca,Aragón,98,40.252,42.21253013367515,-0.6627494868208702,0,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.025,10.2,7.19,0.0,51.5,,,
22155,Monesma y Cajigar,Huesca,Aragón,68,62.6834,42.22984241777701,0.6121657308189167,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,24.01,0.0,13.9,,,
22156,Monflorite-Lascasas,Huesca,Aragón,475,29.1749,42.08235210713472,-0.373253696364837,1,,,,,,,,,eoh_provincia,3,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,4,0.137,8.42,4.42,2.11,71.4,,,
22157,Montanuy,Huesca,Aragón,230,174.985,42.53944431943881,0.6809866873555251,2,,,,,,,,,eoh_provincia,3,3,1,2,join_espacial,sin_dato,sin_registro,,,,,,6,0.034,26.09,7.49,13.04,74.9,,,
22158,Monzón,Huesca,Aragón,18525,155.1451,41.899555466696256,0.1683001481241601,5,,,,,,,,,eoh_provincia,5,1,1,3,join_espacial,sin_dato,sin_registro,,,,,,6,0.039,0.32,1.79,0.05,43.5,,,
22160,Naval,Huesca,Aragón,281,47.3587,42.19820628439273,0.1751721009642264,1,,,,,,,,,eoh_provincia,2,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,3,0.063,10.68,5.76,3.56,70.0,,,
22162,Novales,Huesca,Aragón,154,20.0911,42.0288608488644,-0.2810711632850209,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,6.28,0.0,22.6,,,
22163,Nueno,Huesca,Aragón,568,147.2949,42.29055431622592,-0.3464153932589114,5,,,,,,,,,eoh_provincia,3,10,1,0,join_espacial,sin_dato,sin_registro,,,,,,13,0.088,22.89,17.33,17.61,72.5,,,
22164,Olvena,Huesca,Aragón,63,15.9069,42.107432855762085,0.2661299694162234,0,,,,,,,,,eoh_provincia,1,3,0,0,join_espacial,sin_dato,sin_registro,,,,,,4,0.251,63.49,14.44,47.62,82.4,,,
22165,Ontiñena,Huesca,Aragón,502,137.0635,41.63143473002067,0.0435634045299518,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,12.68,0.0,17.7,,,
22167,Osso de Cinca,Huesca,Aragón,644,27.682,41.66698948716283,0.221297564847191,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,12.16,0.0,18.1,,,
22168,Palo,Huesca,Aragón,31,14.4147,42.32064587822824,0.2410347785040446,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,5.31,0.0,23.5,,,
22170,Panticosa,Huesca,Aragón,910,95.95,42.73658221251334,-0.2397984962739541,16,,,,,,,,,eoh_provincia,24,17,1,0,join_espacial,sin_dato,sin_registro,,,,,,41,0.427,45.05,7.74,18.68,86.9,,,
22172,Peñalba,Huesca,Aragón,657,156.8053,41.466672728873895,-0.0455742789880111,0,,,,,,,,,eoh_provincia,4,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,4,0.026,6.09,21.3,0.0,39.8,,,
22173,"Peñas de Riglos, Las",Huesca,Aragón,263,217.8832,42.4026786834718,-0.7162768342931025,5,,,,,,,,,eoh_provincia,6,12,0,3,join_espacial,sin_dato,sin_registro,,,,,,18,0.083,68.44,3.01,45.63,87.1,,,
22174,Peralta de Alcofea,Huesca,Aragón,576,116.2161,41.89262482215199,-0.0422207645924624,0,,,,,,,,,eoh_provincia,0,0,0,2,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,4.86,0.0,23.9,,,
22175,Peralta de Calasanz,Huesca,Aragón,206,115.0131,42.00076479690215,0.3840468371329332,0,,,,,,,,,eoh_provincia,0,2,1,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.017,9.71,8.41,9.71,65.9,,,
22176,Peraltilla,Huesca,Aragón,212,16.2082,42.04698907541745,-0.0131298178954678,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,10.5,0.0,19.2,,,
22177,Perarrúa,Huesca,Aragón,116,30.0845,42.27340165724864,0.3434576552505431,0,,,,,,,,,eoh_provincia,0,0,1,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,12.52,0.0,17.8,,,
22178,Pertusa,Huesca,Aragón,129,29.3829,41.99898994538824,-0.1288597056167709,1,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.034,7.75,18.04,0.0,43.5,,,
22181,Piracés,Huesca,Aragón,92,25.1639,42.00301983391336,-0.3187755514088974,0,,,,,,,,,eoh_provincia,0,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.04,10.87,8.26,10.87,69.2,,,
22182,Plan,Huesca,Aragón,272,93.8574,42.548589850472624,0.301478169987645,4,,,,,,,,,eoh_provincia,2,6,2,0,join_espacial,sin_dato,sin_registro,,,,,,8,0.085,29.41,14.92,22.06,74.8,,,
22184,Poleñino,Huesca,Aragón,184,33.0305,41.856039274616144,-0.3227781542452713,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,4.33,0.0,24.5,,,
22186,Pozán de Vero,Huesca,Aragón,228,14.7637,42.07695355751495,0.0279200060842515,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,8.93,0.0,20.3,,,
22187,"Puebla de Castro, La",Huesca,Aragón,430,29.4165,42.13656376986269,0.2967075564886639,1,,,,,,,,,eoh_provincia,4,1,2,0,join_espacial,sin_dato,sin_registro,,,,,,5,0.17,11.63,14.93,2.33,66.9,,,
22188,Puente de Montañana,Huesca,Aragón,87,48.8843,42.16928568578589,0.6696118546938588,3,,,,,,,,,eoh_provincia,5,1,0,0,join_espacial,sin_dato,sin_registro,,,,,,6,0.123,68.97,17.67,11.49,76.4,,,
22189,Puértolas,Huesca,Aragón,217,100.0009,42.56101452928767,0.1106179515581139,8,,,,,,,,,eoh_provincia,6,9,1,0,join_espacial,sin_dato,sin_registro,,,,,,15,0.15,69.12,24.63,41.47,77.7,,,
22190,"Pueyo de Araguás, El",Huesca,Aragón,180,62.0598,42.46422709968481,0.2036606847101867,0,,,,,,,,,eoh_provincia,4,1,1,0,join_espacial,sin_dato,sin_registro,,,,,,5,0.081,27.78,13.13,5.56,72.2,,,
22193,Pueyo de Santa Cruz,Huesca,Aragón,332,9.3023,41.85269373087492,0.1603522640665939,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,6.0,0.0,22.9,,,
22195,Quicena,Huesca,Aragón,391,9.6737,42.1525309025854,-0.3579684321836296,1,,,,,,,,,eoh_provincia,0,2,0,0,join_espacial,sin_dato,sin_registro,,,,,,2,0.207,5.12,4.75,5.12,70.8,,,
22197,Robres,Huesca,Aragón,524,64.3187,41.86589726146761,-0.4743044052666514,0,,,,,,,,,eoh_provincia,1,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,1,0.016,1.91,11.82,0.0,33.1,,,
22199,Sabiñánigo,Huesca,Aragón,9695,587.0655,42.45192522883418,-0.3018764569348041,25,,,,,,,,,eoh_provincia,32,12,4,2,join_espacial,sin_dato,sin_registro,,,,,,44,0.075,4.54,9.57,1.24,57.2,,,
22200,Sahún,Huesca,Aragón,320,72.958,42.60376433727051,0.4562122618137387,3,,,,,,,,,eoh_provincia,2,2,0,0,join_espacial,sin_dato,sin_registro,,,,,,4,0.055,12.5,7.13,6.25,70.8,,,
22201,Salas Altas,Huesca,Aragón,301,20.7519,42.11978970186809,0.0729634646718319,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,10.16,0.0,19.4,,,
22202,Salas Bajas,Huesca,Aragón,184,12.9397,42.0949599279052,0.0874153671388781,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,7.16,0.0,21.8,,,
22203,Salillas,Huesca,Aragón,94,28.3488,41.98115454616976,-0.1801775720191937,0,,,,,,,,,eoh_provincia,0,0,0,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,13.95,0.0,16.9,,,
22204,Sallent de Gállego,Huesca,Aragón,1505,162.1999,42.77457112408824,-0.3445670306677258,37,,,,,,,2050.0,24.0,eoh_punto_turistico,52,21,6,36,join_espacial,sin_dato,sin_registro,,,,,,73,0.45,48.5,2.18,13.95,91.9,,,
22205,San Esteban de Litera,Huesca,Aragón,672,71.976,41.89737693398378,0.3306862569768267,0,,,,,,,,,eoh_provincia,0,0,1,0,join_espacial,sin_dato,sin_registro,,,,,,0,0.0,0.0,6.18,0.0,22.7,,,
