codigo_ine,nombre,provincia,ccaa,poblacion,superficie_km2,lat_centro,lon_centro,n_alojamientos_osm,n_vut_oficial,plazas_vut,n_vut_con_plazas,pct_vut_con_plazas,n_vut_geolocalizadas,pct_vut_geolocalizadas,plazas_hoteleras,n_establecimientos_hoteleros,origen_hotelero,n_restauracion,n_atracciones,n_camping,n_transporte,origen_osm,origen_vut,cobertura_vut,saturacion_plazas_1000hab,densidad_plazas_km2,plazas_totales,saturacion_total_1000hab,pct_plazas_hoteleras,n_servicios,densidad_servicios_km2,servicios_1000hab,dist_transporte_km,atracciones_1000hab,indice_demanda,indice_saturacion,indice_oportunidad,indice_riesgo
11002,Alcalá del Valle,Cádiz,Andalucía,4864,46.9035,36.92157287407376,-5.149584258978669,4,7.0,70.0,7.0,100.0,5.0,71.4,,,eoh_provincia,4,4,0,0,join_espacial,municipal_directo,registro,14.39,1.492,,,,8,0.171,1.64,7.02,0.82,53.6,44.1,9.5,47.4
11003,Algar,Cádiz,Andalucía,1452,27.1316,36.65526491091728,-5.644254003834122,1,31.0,199.0,31.0,100.0,24.0,77.4,,,eoh_provincia,0,2,0,0,join_espacial,municipal_directo,registro,137.05,7.335,,,,2,0.074,1.38,16.47,1.38,44.2,79.9,-35.7,67.4
11004,Algeciras,Cádiz,Andalucía,126589,86.43,36.10676398182257,-5.479116007930253,15,177.0,906.0,177.0,100.0,172.0,97.2,2101.0,24.0,eoh_punto_turistico,107,27,0,15,join_espacial,municipal_directo,registro,7.16,10.482,3007.0,23.75,69.9,134,1.55,1.06,3.41,0.21,56.9,47.1,9.8,50.5
11005,Algodonales,Cádiz,Andalucía,5425,134.2113,36.89119587687094,-5.433829698758758,7,124.0,770.0,124.0,100.0,93.0,75.0,,,eoh_provincia,20,6,1,0,join_espacial,municipal_directo,registro,141.94,5.737,,,,26,0.194,4.79,10.61,1.11,60.7,79.4,-18.7,72.9
11006,Arcos de la Frontera,Cádiz,Andalucía,31267,527.7295,36.74367311270026,-5.754734785847675,11,378.0,2349.0,378.0,100.0,317.0,83.9,902.0,25.0,eoh_punto_turistico,35,19,1,1,join_espacial,municipal_directo,registro,75.13,4.451,3251.0,103.98,27.7,54,0.102,1.73,5.66,0.61,52.3,71.8,-19.5,65.0
11007,Barbate,Cádiz,Andalucía,22635,143.4949,36.20046634053979,-5.899695264046509,44,1151.0,6005.0,1151.0,100.0,1066.0,92.6,,,eoh_provincia,145,16,7,1,join_espacial,municipal_directo,registro,265.3,41.848,,,,161,1.122,7.11,1.77,0.71,74.9,92.1,-17.2,86.1
11008,"Barrios, Los",Cádiz,Andalucía,24449,331.4945,36.22084528825826,-5.558710258130638,7,19.0,139.0,19.0,100.0,17.0,89.5,,,eoh_provincia,39,9,0,2,join_espacial,municipal_directo,registro,5.69,0.419,,,,48,0.145,1.96,7.14,0.37,52.1,25.0,27.1,34.5
11009,Benaocaz,Cádiz,Andalucía,742,69.4168,36.71237981813927,-5.452534420522418,3,96.0,527.0,96.0,100.0,64.0,66.7,,,eoh_provincia,3,21,0,0,join_espacial,municipal_directo,registro,710.24,7.592,,,,24,0.346,32.35,12.33,28.3,82.6,89.5,-6.9,87.1
11010,Bornos,Cádiz,Andalucía,7510,54.6998,36.8491656998044,-5.713326745449639,1,20.0,105.0,19.0,95.0,16.0,80.0,,,eoh_provincia,2,3,0,0,join_espacial,municipal_directo,registro,13.98,1.92,,,,5,0.091,0.67,5.96,0.4,46.2,45.6,0.6,45.8
11011,"Bosque, El",Cádiz,Andalucía,2242,30.7586,36.75369579224652,-5.510772769946362,6,189.0,1260.0,189.0,100.0,111.0,58.7,,,eoh_provincia,6,3,2,0,join_espacial,municipal_directo,registro,562.0,40.964,,,,9,0.293,4.01,5.4,1.34,65.3,95.2,-29.9,84.7
11012,Cádiz,Cádiz,Andalucía,109950,12.2824,36.49437185968114,-6.266209308701305,56,2377.0,11259.0,2377.0,100.0,2378.0,100.0,3806.0,44.0,eoh_punto_turistico,367,189,3,10,join_espacial,municipal_directo,registro,102.4,916.678,15065.0,137.02,25.3,556,45.268,5.06,0.17,1.72,77.0,86.6,-9.6,83.2
11013,Castellar de la Frontera,Cádiz,Andalucía,2984,179.4713,36.31173736930779,-5.464834589738097,5,19.0,86.0,19.0,100.0,8.0,42.1,,,eoh_provincia,11,5,1,1,join_espacial,municipal_directo,registro,28.82,0.479,,,,16,0.089,5.36,5.0,1.68,64.1,43.9,20.2,51.0
11014,Conil de la Frontera,Cádiz,Andalucía,24102,88.7501,36.31149018972744,-6.0773819366911495,43,4006.0,22207.0,4006.0,100.0,3574.0,89.2,6974.0,68.0,eoh_punto_turistico,134,23,8,1,join_espacial,municipal_directo,registro,921.38,250.219,29181.0,1210.73,23.9,157,1.769,6.51,3.32,0.95,74.0,99.0,-25.0,90.2
11015,Chiclana de la Frontera,Cádiz,Andalucía,90864,205.6793,36.39974411180238,-6.109812395733147,37,3338.0,20440.0,3338.0,100.0,3115.0,93.3,13966.0,33.0,eoh_punto_turistico,254,22,3,7,join_espacial,municipal_directo,registro,224.95,99.378,34406.0,378.65,40.6,276,1.342,3.04,2.41,0.24,64.8,92.5,-27.7,82.8
11016,Chipiona,Cádiz,Andalucía,20076,32.8076,36.72697106729697,-6.406546795083654,20,761.0,4287.0,761.0,100.0,791.0,103.9,,,eoh_provincia,50,7,8,1,join_espacial,municipal_directo,registro,213.54,130.671,,,,57,1.737,2.84,2.24,0.35,65.2,92.3,-27.1,82.8
11017,Espera,Cádiz,Andalucía,3755,123.5336,36.878537234575575,-5.801666468943608,0,8.0,68.0,8.0,100.0,6.0,75.0,,,eoh_provincia,2,2,0,0,join_espacial,municipal_directo,registro,18.11,0.55,,,,4,0.032,1.07,13.62,0.53,38.7,38.8,-0.1,38.8
11018,"Gastor, El",Cádiz,Andalucía,1675,27.5473,36.84636044568371,-5.345145706081601,0,150.0,822.0,150.0,100.0,68.0,45.3,,,eoh_provincia,7,6,0,0,join_espacial,municipal_directo,registro,490.75,29.84,,,,13,0.472,7.76,12.24,3.58,69.9,93.9,-24.0,85.5
11019,Grazalema,Cádiz,Andalucía,1977,122.4387,36.77087616087783,-5.389487949382823,8,192.0,1170.0,192.0,100.0,116.0,60.4,,,eoh_provincia,22,14,3,0,join_espacial,municipal_directo,registro,591.81,9.556,,,,36,0.294,18.21,14.27,7.08,75.5,90.1,-14.6,85.0
11020,Jerez de la Frontera,Cádiz,Andalucía,213634,1189.2947,36.68205298767084,-5.966674841799209,35,1522.0,7755.0,1522.0,100.0,1477.0,97.0,4060.0,42.0,eoh_punto_turistico,191,21,3,5,join_espacial,municipal_directo,registro,36.3,6.521,11815.0,55.3,34.4,212,0.178,0.99,7.44,0.1,47.3,64.1,-16.8,58.2
11021,Jimena de la Frontera,Cádiz,Andalucía,6719,296.7667,36.43867142066744,-5.472399772654554,2,118.0,783.0,118.0,100.0,70.0,59.3,,,eoh_provincia,16,6,1,2,join_espacial,municipal_directo,registro,116.54,2.638,,,,22,0.074,3.27,3.78,0.89,58.4,73.8,-15.4,68.4
11022,"Línea de la Concepción, La",Cádiz,Andalucía,64499,26.6047,36.20187529317216,-5.341491011573912,26,219.0,1276.0,219.0,100.0,230.0,105.0,,,eoh_provincia,250,12,3,1,join_espacial,municipal_directo,registro,19.78,47.961,,,,262,9.848,4.06,4.93,0.19,65.6,63.3,2.3,64.1
11023,Medina Sidonia,Cádiz,Andalucía,11838,487.8245,36.39686500403492,-5.86735331709266,4,130.0,709.0,129.0,99.23,108.0,83.1,,,eoh_provincia,28,5,0,2,join_espacial,municipal_directo,registro,59.89,1.453,,,,33,0.068,2.79,8.01,0.42,51.0,62.5,-11.5,58.5
11024,Olvera,Cádiz,Andalucía,7842,193.6153,36.95088864795102,-5.281704623171559,4,127.0,830.0,127.0,100.0,93.0,73.2,,,eoh_provincia,16,8,2,3,join_espacial,municipal_directo,registro,105.84,4.287,,,,24,0.124,3.06,2.65,1.02,61.7,74.8,-13.1,70.2
11025,Paterna de Rivera,Cádiz,Andalucía,5539,14.0192,36.52212460581737,-5.852205322202227,0,6.0,30.0,6.0,100.0,5.0,83.3,,,eoh_provincia,4,1,0,0,join_espacial,municipal_directo,registro,5.42,2.14,,,,5,0.357,0.9,9.65,0.18,48.0,37.8,10.2,41.4
11026,Prado del Rey,Cádiz,Andalucía,5692,48.5996,36.78362762290656,-5.546023507094929,1,85.0,614.0,85.0,100.0,52.0,61.2,,,eoh_provincia,5,2,0,1,join_espacial,municipal_directo,registro,107.87,12.634,,,,7,0.144,1.23,0.96,0.35,55.2,79.7,-24.5,71.1
11027,"Puerto de Santa María, El",Cádiz,Andalucía,89983,159.3069,36.63120276773145,-6.2351300166847015,26,1871.0,10918.0,1871.0,100.0,1861.0,99.5,3691.0,30.0,eoh_punto_turistico,116,19,5,5,join_espacial,municipal_directo,registro,121.33,68.534,14609.0,162.35,25.3,135,0.847,1.5,3.38,0.21,58.1,86.3,-28.2,76.4
11028,Puerto Real,Cádiz,Andalucía,42527,196.1599,36.52347060257981,-6.111334811886403,10,203.0,1135.0,203.0,100.0,197.0,97.0,,,eoh_provincia,69,14,1,4,join_espacial,municipal_directo,registro,26.69,5.786,,,,83,0.423,1.95,6.66,0.33,55.9,59.4,-3.5,58.2
11029,Puerto Serrano,Cádiz,Andalucía,6877,79.884,36.97891731312764,-5.476276532494316,0,3.0,26.0,3.0,100.0,3.0,100.0,,,eoh_provincia,2,1,0,0,join_espacial,municipal_directo,registro,3.78,0.325,,,,3,0.038,0.44,9.22,0.15,37.6,20.5,17.1,26.5
11030,Rota,Cádiz,Andalucía,29289,84.1244,36.66785378788418,-6.355490819637853,15,1151.0,6310.0,1151.0,100.0,1070.0,93.0,,,eoh_provincia,89,6,3,3,join_espacial,municipal_directo,registro,215.44,75.008,,,,95,1.129,3.24,2.75,0.2,64.5,91.7,-27.2,82.2
11031,San Fernando,Cádiz,Andalucía,93338,30.5242,36.45304875630832,-6.204516369413785,7,243.0,1209.0,243.0,100.0,234.0,96.3,,,eoh_provincia,127,21,2,13,join_espacial,municipal_directo,registro,12.95,39.608,,,,148,4.849,1.59,0.56,0.22,62.6,57.7,4.9,59.4
11032,Sanlúcar de Barrameda,Cádiz,Andalucía,70012,170.8957,36.806753772311644,-6.308367100396004,8,1485.0,8248.0,1485.0,100.0,1445.0,97.3,,,eoh_provincia,65,9,3,2,join_espacial,municipal_directo,registro,117.81,48.263,,,,74,0.433,1.06,4.12,0.13,53.8,85.2,-31.4,74.2
11033,San Roque,Cádiz,Andalucía,34310,139.592,36.25908717625705,-5.351126242237162,17,1247.0,8505.0,1247.0,100.0,1207.0,96.8,,,eoh_provincia,120,20,2,2,join_espacial,municipal_directo,registro,247.89,60.928,,,,140,1.003,4.08,7.33,0.58,64.0,92.3,-28.3,82.4
11034,Setenil de las Bodegas,Cádiz,Andalucía,2634,82.1462,36.871330477054286,-5.176227622271585,8,159.0,874.0,159.0,100.0,99.0,62.3,,,eoh_provincia,19,15,1,1,join_espacial,municipal_directo,registro,331.81,10.64,,,,34,0.414,12.91,4.98,5.69,80.7,88.3,-7.6,85.6
11035,Tarifa,Cádiz,Andalucía,18613,419.9337,36.12593306618495,-5.683502498374302,103,3138.0,16745.0,3138.0,100.0,3010.0,95.9,3579.0,65.0,eoh_punto_turistico,231,58,16,4,join_espacial,municipal_directo,registro,899.64,39.875,20324.0,1091.92,17.6,289,0.688,15.53,13.62,3.12,74.7,96.1,-21.4,88.6
11036,Torre Alháquime,Cádiz,Andalucía,781,17.3635,36.91053298404517,-5.231481383751592,0,4.0,47.0,4.0,100.0,3.0,75.0,,,eoh_provincia,3,1,0,0,join_espacial,municipal_directo,registro,60.18,2.707,,,,4,0.23,5.12,3.71,1.28,68.2,66.8,1.4,67.3
11037,Trebujena,Cádiz,Andalucía,6999,70.0871,36.8708505515515,-6.215250750358958,0,7.0,38.0,7.0,100.0,4.0,57.1,,,eoh_provincia,7,4,0,1,join_espacial,municipal_directo,registro,5.43,0.542,,,,11,0.157,1.57,6.73,0.57,52.4,26.9,25.5,35.8
11038,Ubrique,Cádiz,Andalucía,16615,69.8481,36.658557792500254,-5.463696618035847,5,63.0,364.0,63.0,100.0,35.0,55.6,,,eoh_provincia,28,14,2,0,join_espacial,municipal_directo,registro,21.91,5.211,,,,42,0.601,2.53,13.53,0.84,55.6,56.5,-0.9,56.2
11039,Vejer de la Frontera,Cádiz,Andalucía,13131,263.2377,36.2820792377191,-5.941628725534548,22,1128.0,5534.0,1128.0,100.0,817.0,72.4,,,eoh_provincia,80,19,6,0,join_espacial,municipal_directo,registro,421.45,21.023,,,,99,0.376,7.54,9.94,1.45,68.1,92.1,-24.0,83.7
11040,Villaluenga del Rosario,Cádiz,Andalucía,463,59.488,36.68632546670396,-5.367129316418518,9,19.0,115.0,19.0,100.0,15.0,78.9,,,eoh_provincia,5,3,0,0,join_espacial,municipal_directo,registro,248.38,1.933,,,,8,0.134,17.28,8.17,6.48,76.3,78.4,-2.1,77.7
11041,Villamartín,Cádiz,Andalucía,12184,211.991,36.87282648240485,-5.616485111973215,4,21.0,175.0,21.0,100.0,13.0,61.9,,,eoh_provincia,2,3,0,3,join_espacial,municipal_directo,registro,14.36,0.826,,,,5,0.024,0.41,2.88,0.25,42.7,39.4,3.3,40.6
11042,Zahara,Cádiz,Andalucía,1344,72.505,36.8298852448668,-5.444919375027945,6,,,,,,,,,eoh_provincia,13,10,0,0,join_espacial,sin_dato,registro,,,,,,23,0.317,17.11,11.08,7.44,77.5,,,
11901,Benalup-Casas Viejas,Cádiz,Andalucía,7236,60.7449,36.33187153418034,-5.775519332060136,2,99.0,714.0,99.0,100.0,62.0,62.6,,,eoh_provincia,16,2,0,0,join_espacial,municipal_directo,registro,98.67,11.754,,,,18,0.296,2.49,18.94,0.28,49.0,78.6,-29.6,68.2
11902,San José del Valle,Cádiz,Andalucía,4419,223.869,36.616837875606606,-5.741732142573344,2,10.0,84.0,10.0,100.0,4.0,40.0,,,eoh_provincia,11,1,1,0,join_espacial,municipal_directo,registro,19.01,0.375,,,,12,0.054,2.72,16.22,0.23,43.4,36.3,7.1,38.8
11903,San Martín del Tesorillo,Cádiz,Andalucía,2735,48.4691,36.35896500740372,-5.3631589461145,1,4.0,25.0,4.0,100.0,1.0,25.0,,,eoh_provincia,5,0,0,0,join_espacial,municipal_directo,registro,9.14,0.516,,,,5,0.103,1.83,9.65,0.0,40.4,30.5,9.9,34.0
12001,Atzeneta del Maestrat,Castellón/Castelló,Comunitat Valenciana,1284,71.1997,40.23481117741419,-0.1857514213011938,2,7.0,40.0,7.0,100.0,7.0,100.0,,,eoh_provincia,4,2,0,0,join_espacial,municipal_directo,registro,31.15,0.562,,,,6,0.084,4.67,14.61,1.56,55.1,46.2,8.9,49.3
12002,Aín,Castellón/Castelló,Comunitat Valenciana,133,12.2953,39.89383703784053,-0.3486753040991936,2,2.0,18.0,2.0,100.0,2.0,100.0,,,eoh_provincia,1,2,0,0,join_espacial,municipal_directo,registro,135.34,1.464,,,,3,0.244,22.56,11.49,15.04,79.5,71.2,8.3,74.1
12003,Albocàsser,Castellón/Castelló,Comunitat Valenciana,1370,82.362,40.37316370436451,0.01712404600681,0,3.0,24.0,3.0,100.0,3.0,100.0,,,eoh_provincia,0,0,1,0,join_espacial,municipal_directo,registro,17.52,0.291,,,,0,0.0,0.0,18.43,0.0,15.0,33.7,-18.7,27.2
12004,Alcalà de Xivert,Castellón/Castelló,Comunitat Valenciana,7349,167.3714,40.295819879283606,0.2314860176546014,13,2189.0,9468.0,2189.0,100.0,2189.0,100.0,,,eoh_provincia,75,43,6,2,join_espacial,municipal_directo,registro,1288.34,56.569,,,,118,0.705,16.06,1.01,5.85,87.2,97.3,-10.1,93.8
12005,"Alcora, l'",Castellón/Castelló,Comunitat Valenciana,10664,94.9042,40.06579032429878,-0.2160047304786984,0,7.0,45.0,7.0,100.0,7.0,100.0,,,eoh_provincia,19,5,0,0,join_espacial,municipal_directo,registro,4.22,0.474,,,,24,0.253,2.25,16.39,0.47,49.6,23.9,25.7,32.9
12006,Alcudia de Veo,Castellón/Castelló,Comunitat Valenciana,200,30.6714,39.92081536106333,-0.3448380682972751,0,4.0,22.0,4.0,100.0,4.0,100.0,,,eoh_provincia,0,4,0,0,join_espacial,municipal_directo,registro,110.0,0.717,,,,4,0.13,20.0,14.14,20.0,75.3,63.3,12.0,67.5
12007,Alfondeguilla,Castellón/Castelló,Comunitat Valenciana,881,28.3429,39.83855191734183,-0.2815312476161568,0,1.0,6.0,1.0,100.0,1.0,100.0,,,eoh_provincia,1,4,1,0,join_espacial,municipal_directo,registro,6.81,0.212,,,,5,0.176,5.68,4.86,4.54,70.6,22.3,48.3,39.2
12008,Algimia de Almonacid,Castellón/Castelló,Comunitat Valenciana,254,20.3409,39.9153877495746,-0.4207341493303621,0,3.0,16.0,3.0,100.0,3.0,100.0,,,eoh_provincia,0,1,0,0,join_espacial,municipal_directo,registro,62.99,0.787,,,,1,0.049,3.94,8.58,3.94,58.1,57.9,0.2,58.0
12009,Almassora,Castellón/Castelló,Comunitat Valenciana,29159,32.9892,39.95135685076398,-0.0681475888402692,3,27.0,152.0,27.0,100.0,27.0,100.0,,,eoh_provincia,44,2,0,1,join_espacial,municipal_directo,registro,5.21,4.608,,,,46,1.394,1.58,0.84,0.07,60.5,41.3,19.2,48.0
12010,Almedíjar,Castellón/Castelló,Comunitat Valenciana,288,20.9072,39.87234066963608,-0.4079540985732628,1,3.0,16.0,3.0,100.0,3.0,100.0,,,eoh_provincia,1,2,0,0,join_espacial,municipal_directo,registro,55.56,0.765,,,,3,0.143,10.42,6.94,6.94,74.2,56.3,17.9,62.6
12011,Almenara,Castellón/Castelló,Comunitat Valenciana,6813,27.6213,39.75129424346222,-0.2265580066025185,0,82.0,376.0,82.0,100.0,82.0,100.0,,,eoh_provincia,12,5,1,1,join_espacial,municipal_directo,registro,55.19,13.613,,,,17,0.615,2.5,0.77,0.73,65.9,72.8,-6.9,70.4
12012,Altura,Castellón/Castelló,Comunitat Valenciana,3849,129.5498,39.81487806776266,-0.5846006605778284,1,13.0,102.0,13.0,100.0,13.0,100.0,,,eoh_provincia,3,3,1,0,join_espacial,municipal_directo,registro,26.5,0.787,,,,6,0.046,1.56,8.92,0.78,46.1,46.6,-0.5,46.4
12013,Arañuel,Castellón/Castelló,Comunitat Valenciana,148,19.1672,40.083313679994994,-0.4885029565376121,0,0.0,0.0,0.0,,0.0,,,,eoh_provincia,1,0,0,0,join_espacial,municipal_directo,registro,0.0,0.0,,,,1,0.052,6.76,16.72,0.0,44.2,4.1,40.1,18.1
12014,Ares del Maestrat,Castellón/Castelló,Comunitat Valenciana,181,118.7496,40.44483684354258,-0.1096666069263573,1,3.0,12.0,3.0,100.0,3.0,100.0,,,eoh_provincia,3,5,0,0,join_espacial,municipal_directo,registro,66.3,0.101,,,,8,0.067,44.2,20.5,27.62,73.5,46.5,27.0,56.0
12015,Argelita,Castellón/Castelló,Comunitat Valenciana,139,15.477,40.06707241531563,-0.3409570638675909,0,1.0,8.0,1.0,100.0,1.0,100.0,,,eoh_provincia,0,3,0,0,join_espacial,municipal_directo,registro,57.55,0.517,,,,3,0.194,21.58,23.78,21.58,74.5,53.7,20.8,61.0
12016,Artana,Castellón/Castelló,Comunitat Valenciana,1993,36.3492,39.89533010001153,-0.246503868386703,0,2.0,7.0,2.0,100.0,2.0,100.0,,,eoh_provincia,3,7,1,0,join_espacial,municipal_directo,registro,3.51,0.193,,,,10,0.275,5.02,8.34,3.51,67.2,17.3,49.9,34.8
12017,Ayódar,Castellón/Castelló,Comunitat Valenciana,176,24.375,39.99203667526943,-0.3849611705199185,0,0.0,0.0,0.0,,0.0,,,,eoh_provincia,1,2,0,0,join_espacial,municipal_directo,registro,0.0,0.0,,,,3,0.123,17.05,16.66,11.36,72.1,4.1,68.0,27.9
12018,Azuébar,Castellón/Castelló,Comunitat Valenciana,359,23.4115,39.85065528397371,-0.3663696670108214,1,2.0,13.0,2.0,100.0,2.0,100.0,,,eoh_provincia,1,5,0,0,join_espacial,municipal_directo,registro,36.21,0.555,,,,6,0.256,16.71,7.01,13.93,81.5,48.1,33.4,59.8
12020,Barracas,Castellón/Castelló,Comunitat Valenciana,188,42.1568,39.99887553447025,-0.6961212174689689,2,1.0,8.0,1.0,100.0,1.0,100.0,,,eoh_provincia,3,0,1,1,join_espacial,municipal_directo,registro,42.55,0.19,,,,3,0.071,15.96,1.41,0.0,64.0,42.9,21.1,50.3
12021,Betxí,Castellón/Castelló,Comunitat Valenciana,5659,21.4517,39.92129411185178,-0.1961413471928294,0,0.0,0.0,0.0,,0.0,,,,eoh_provincia,0,0,0,0,join_espacial,municipal_directo,registro,0.0,0.0,,,,0,0.0,0.0,8.32,0.0,20.8,4.1,16.7,9.9
12022,Bejís,Castellón/Castelló,Comunitat Valenciana,400,42.3577,39.900919154517474,-0.7364024377164021,0,2.0,14.0,2.0,100.0,2.0,100.0,,,eoh_provincia,1,2,1,0,join_espacial,municipal_directo,registro,35.0,0.331,,,,3,0.071,7.5,11.31,5.0,64.1,43.6,20.5,50.8
12024,Benafer,Castellón/Castelló,Comunitat Valenciana,168,17.0363,39.96998390275533,-0.605736167706897,1,1.0,8.0,1.0,100.0,1.0,100.0,,,eoh_provincia,0,0,0,0,join_espacial,municipal_directo,registro,47.62,0.47,,,,0,0.0,0.0,2.32,0.0,26.4,50.0,-23.6,41.7
12025,Benafigos,Castellón/Castelló,Comunitat Valenciana,121,35.6213,40.2731633645984,-0.1953032980304505,0,2.0,14.0,2.0,100.0,2.0,100.0,,,eoh_provincia,0,2,0,0,join_espacial,municipal_directo,registro,115.7,0.393,,,,2,0.056,16.53,11.14,16.53,72.1,59.0,13.1,63.6
12026,Benassal,Castellón/Castelló,Comunitat Valenciana,1048,79.6266,40.38649661834887,-0.1677280664579033,7,9.0,41.0,9.0,100.0,9.0,100.0,,,eoh_provincia,1,6,1,0,join_espacial,municipal_directo,registro,39.12,0.515,,,,7,0.088,6.68,12.83,5.73,63.4,48.4,15.0,53.6
12027,Benicarló,Castellón/Castelló,Comunitat Valenciana,30296,48.1461,40.44378660537113,0.4028646669506413,1,422.0,1965.0,422.0,100.0,422.0,100.0,,,eoh_provincia,27,6,2,1,join_espacial,municipal_directo,registro,64.86,40.813,,,,33,0.685,1.09,2.07,0.2,57.2,78.4,-21.2,71.0
12028,Benicàssim/Benicasim,Castellón/Castelló,Comunitat Valenciana,20539,36.2232,40.0565453536046,0.0415484429175539,16,984.0,5053.0,983.0,99.9,983.0,99.9,,,eoh_provincia,49,13,6,1,join_espacial,municipal_directo,registro,246.02,139.496,,,,62,1.712,3.02,1.39,0.63,67.9,93.5,-25.6,84.5
12029,Benlloc,Castellón/Castelló,Comunitat Valenciana,1143,43.5601,40.207788219173175,0.0576338305924429,0,4.0,22.0,4.0,100.0,4.0,100.0,,,eoh_provincia,1,0,0,0,join_espacial,municipal_directo,registro,19.25,0.505,,,,1,0.023,0.87,1.31,0.0,38.8,39.0,-0.2,38.9
12031,Borriol,Castellón/Castelló,Comunitat Valenciana,6018,60.944,40.05054541569236,-0.0702252769869628,0,6.0,35.0,6.0,100.0,6.0,100.0,,,eoh_provincia,3,8,0,0,join_espacial,municipal_directo,registro,5.82,0.574,,,,11,0.18,1.83,6.58,1.33,56.1,27.7,28.4,37.6
12032,Borriana/Burriana,Castellón/Castelló,Comunitat Valenciana,37915,47.1015,39.88979136467285,-0.0745639426283436,4,121.0,609.0,121.0,100.0,121.0,100.0,,,eoh_provincia,41,18,0,1,join_espacial,municipal_directo,registro,16.06,12.93,,,,59,1.253,1.56,2.62,0.47,61.0,56.1,4.9,57.8
12033,Cabanes,Castellón/Castelló,Comunitat Valenciana,3475,131.7969,40.14430441822084,0.0937318452737961,2,208.0,892.0,208.0,100.0,208.0,100.0,,,eoh_provincia,15,8,6,0,join_espacial,municipal_directo,registro,256.69,6.768,,,,23,0.175,6.62,6.99,2.3,68.1,85.0,-16.9,79.1
12034,Càlig,Castellón/Castelló,Comunitat Valenciana,2042,27.4989,40.46783060203613,0.3524748867720932,0,15.0,102.0,15.0,100.0,15.0,100.0,,,eoh_provincia,4,1,1,0,join_espacial,municipal_directo,registro,49.95,3.709,,,,5,0.182,2.45,6.63,0.49,55.8,65.9,-10.1,62.4
12036,Canet lo Roig,Castellón/Castelló,Comunitat Valenciana,715,68.7474,40.5615893943556,0.2335442936187086,0,5.0,46.0,5.0,100.0,4.0,80.0,,,eoh_provincia,5,3,0,0,join_espacial,municipal_directo,registro,64.34,0.669,,,,8,0.116,11.19,14.0,4.2,67.3,57.0,10.3,60.6
12037,Castell de Cabres,Castellón/Castelló,Comunitat Valenciana,21,30.7472,40.66979321365566,0.0427676397767047,0,2.0,10.0,2.0,100.0,2.0,100.0,,,eoh_provincia,0,1,0,0,join_espacial,municipal_directo,registro,476.19,0.325,,,,1,0.033,47.62,33.71,47.62,70.5,67.7,2.8,68.7
12038,Castellfort,Castellón/Castelló,Comunitat Valenciana,178,66.775,40.5061792678336,-0.1994445551531563,1,2.0,16.0,2.0,100.0,2.0,100.0,,,eoh_provincia,0,3,0,0,join_espacial,municipal_directo,registro,89.89,0.24,,,,3,0.045,16.85,21.18,16.85,67.0,53.6,13.4,58.3
12039,Castellnovo,Castellón/Castelló,Comunitat Valenciana,912,19.2091,39.85441948242263,-0.448568013565549,1,0.0,0.0,0.0,,0.0,,,,eoh_provincia,4,0,0,0,join_espacial,municipal_directo,registro,0.0,0.0,,,,4,0.208,4.39,3.0,0.0,56.6,4.1,52.5,22.5
12040,Castelló de la Plana/Castellón de la Plana,Castellón/Castelló,Comunitat Valenciana,183711,108.9991,39.99805162748859,-0.044716043472862,21,636.0,2962.0,636.0,100.0,627.0,98.6,2610.0,23.0,eoh_punto_turistico,279,20,5,6,join_espacial,municipal_directo,registro,16.12,27.175,5572.0,30.33,46.8,299,2.743,1.63,1.15,0.11,61.1,58.8,2.3,59.6
12041,Castillo de Villamalefa,Castellón/Castelló,Comunitat Valenciana,110,37.925,40.145764342431214,-0.3669562294647652,0,4.0,18.0,4.0,100.0,5.0,125.0,,,eoh_provincia,1,1,0,0,join_espacial,municipal_directo,registro,163.64,0.475,,,,2,0.053,18.18,21.47,9.09,66.7,63.8,2.9,64.8
12042,Catí,Castellón/Castelló,Comunitat Valenciana,719,102.4293,40.474519046828846,0.0199335400592907,4,4.0,39.0,4.0,100.0,4.0,100.0,,,eoh_provincia,3,2,0,0,join_espacial,municipal_directo,registro,54.24,0.381,,,,5,0.049,6.95,25.87,2.78,55.3,50.3,5.0,52.0
12043,Caudiel,Castellón/Castelló,Comunitat Valenciana,735,62.3974,39.98707955468316,-0.57210806492667,1,10.0,51.0,10.0,100.0,10.0,100.0,,,eoh_provincia,2,1,0,1,join_espacial,municipal_directo,registro,69.39,0.817,,,,3,0.048,4.08,4.43,1.36,59.0,59.5,-0.5,59.3
12044,Cervera del Maestre,Castellón/Castelló,Comunitat Valenciana,617,93.3395,40.44343548189844,0.2823121972420346,0,7.0,33.0,7.0,100.0,7.0,100.0,,,eoh_provincia,2,3,2,0,join_espacial,municipal_directo,registro,53.48,0.354,,,,5,0.054,8.1,9.48,4.86,64.8,49.8,15.0,55.0
12045,Cinctorres,Castellón/Castelló,Comunitat Valenciana,433,35.0832,40.57621904844525,-0.2196023979754333,2,2.0,24.0,2.0,100.0,2.0,100.0,,,eoh_provincia,1,3,0,0,join_espacial,municipal_directo,registro,55.43,0.684,,,,4,0.114,9.24,27.99,6.93,63.8,55.4,8.4,58.3
